# Marker IDs can be arbitrary strings.
# Marker ID,	Time (in s)
7,	1.3950
1,	21.6194
2,	37.2216
3,	50.0076
4,	62.2682
5,	70.9264
7,	71.1542
8,	98.2204
8,	119.1562
7,	124.2944
1,	140.7012
2,	147.7320
3,	154.4374
4,	163.1700
5,	166.4296
7,	167.6402
9,	206.9156
9,	231.6878
9,	231.7002
