user_number,session_group,trialIndex,tubeTypeIndex,tip_direction,face_id,faceSide,towards_away,raw_angle,angle,latency,valid
67,AT004,23,2,left,ID015,right,away,-2,2,3060,False
67,AT004,24,1,left,ID015,left,towards,-1,1,4320,False
67,AT004,25,1,right,ID017,right,towards,1,1,3251,False
67,AT004,26,0,right,ID015,right,towards,-2,-2,3095,False
67,AT004,27,0,left,ID017,left,towards,-2,2,2153,False
67,AT004,28,1,left,ID017,right,away,1,-1,2516,False
67,AT004,29,3,left,ID015,left,towards,-1,1,2089,False
67,AT004,30,3,right,ID015,left,away,1,1,1827,False
67,AT004,31,3,right,ID017,left,away,1,1,1494,False
68,AT004,0,0,right,ID017,right,towards,33,33,93623,True
68,AT004,1,0,left,ID017,left,towards,-50,50,24752,False
68,AT004,2,1,left,ID015,right,away,65,-65,5200,False
68,AT004,3,0,left,ID017,right,away,61,-61,15200,False
68,AT004,4,1,right,ID015,right,towards,70,70,3840,False
68,AT004,5,0,right,ID015,left,away,-25,-25,5983,True
68,AT004,6,3,left,ID015,right,away,61,-61,4976,False
68,AT004,7,0,left,ID015,right,away,66,-66,4977,False
68,AT004,8,2,right,ID017,left,away,-56,-56,4479,False
68,AT004,9,2,left,ID015,left,towards,-60,60,4640,False
68,AT004,10,3,left,ID015,left,towards,-64,64,6495,False
68,AT004,11,1,left,ID017,left,towards,-51,51,3729,False
68,AT004,12,3,right,ID015,left,away,-60,-60,3728,False
68,AT004,13,2,left,ID017,left,towards,-59,59,3423,False
68,AT004,14,1,right,ID017,right,towards,62,62,3727,False
68,AT004,15,2,left,ID015,right,away,66,-66,9456,False
68,AT004,16,2,right,ID015,left,away,-59,-59,3855,False
68,AT004,17,3,right,ID017,right,towards,69,69,3873,False
68,AT004,18,1,left,ID017,right,away,72,-72,3999,False
68,AT004,19,3,right,ID017,left,away,-54,-54,3744,False
68,AT004,20,3,left,ID017,right,away,72,-72,5327,False
68,AT004,21,1,right,ID017,left,away,-64,-64,4288,False
68,AT004,22,2,left,ID017,right,away,68,-68,3551,False
68,AT004,23,2,right,ID017,right,towards,67,67,4559,False
68,AT004,24,1,right,ID015,left,away,-37,-37,4160,True
68,AT004,25,0,left,ID015,left,towards,-59,59,5392,False
68,AT004,26,3,right,ID015,right,towards,78,78,4560,False
68,AT004,27,0,right,ID015,right,towards,77,77,4478,False
68,AT004,28,3,left,ID017,left,towards,-62,62,4480,False
68,AT004,29,0,right,ID017,left,away,71,71,4528,False
68,AT004,30,2,right,ID015,right,towards,68,68,3872,False
68,AT004,31,1,left,ID015,left,towards,-66,66,4272,False
69,AT004,0,1,right,ID015,left,away,13,13,109791,True
69,AT004,1,0,left,ID015,right,away,-11,11,9827,True
69,AT004,2,0,right,ID015,right,towards,12,12,3716,True
69,AT004,3,2,right,ID017,left,away,35,35,14555,True
69,AT004,4,3,right,ID015,left,away,65,65,6280,False
69,AT004,5,1,right,ID015,right,towards,29,29,3729,True
69,AT004,6,2,right,ID017,right,towards,22,22,4840,True
69,AT004,7,1,left,ID015,left,towards,-26,26,3752,True
69,AT004,8,0,right,ID017,right,towards,12,12,3450,True
69,AT004,9,3,left,ID017,left,towards,-61,61,4813,False
69,AT004,10,0,left,ID017,right,away,-14,14,2776,True
69,AT004,11,2,left,ID015,left,towards,-23,23,3253,True
69,AT004,12,1,left,ID015,right,away,-38,38,3266,True
69,AT004,13,3,left,ID015,left,towards,-57,57,4739,False
69,AT004,14,1,right,ID017,left,away,26,26,2627,True
69,AT004,15,3,left,ID015,right,away,-57,57,4082,False
69,AT004,16,1,left,ID017,left,towards,-39,39,3326,True
69,AT004,17,0,left,ID015,left,towards,-11,11,2253,True
69,AT004,18,3,right,ID015,right,towards,69,69,5224,False
69,AT004,19,2,right,ID015,left,away,18,18,3094,True
69,AT004,20,3,right,ID017,left,away,71,71,5421,False
69,AT004,21,3,right,ID017,right,towards,66,66,6563,False
69,AT004,22,3,left,ID017,right,away,-66,66,4647,False
69,AT004,23,2,left,ID015,right,away,-16,16,2411,True
69,AT004,24,0,right,ID017,left,away,14,14,2682,True
69,AT004,25,2,left,ID017,right,away,-22,22,3210,True
69,AT004,26,0,left,ID017,left,towards,-15,15,2132,True
69,AT004,27,2,left,ID017,left,towards,-23,23,2630,True
69,AT004,28,2,right,ID015,right,towards,24,24,2315,True
69,AT004,29,1,left,ID017,right,away,-35,35,2751,True
69,AT004,30,0,right,ID015,left,away,10,10,2354,True
69,AT004,31,1,right,ID017,right,towards,45,45,3652,False
70,AT004,0,1,right,ID017,right,towards,22,22,83594,True
70,AT004,1,0,left,ID017,right,away,-33,33,2815,True
70,AT004,2,1,right,ID017,left,away,24,24,3471,True
70,AT004,3,0,right,ID017,right,towards,37,37,2903,True
70,AT004,4,3,right,ID015,right,towards,29,29,3873,True
70,AT004,5,3,right,ID015,left,away,31,31,2175,True
70,AT004,6,3,left,ID017,left,towards,-31,31,2193,True
70,AT004,7,2,right,ID015,left,away,35,35,2455,True
70,AT004,8,2,left,ID015,left,towards,-34,34,2447,True
70,AT004,9,3,left,ID015,left,towards,-33,33,2336,True
70,AT004,10,0,right,ID017,left,away,37,37,2399,True
70,AT004,11,1,right,ID015,right,towards,46,46,3207,False
70,AT004,12,0,left,ID015,right,away,-42,42,3816,False
70,AT004,13,3,right,ID017,right,towards,34,34,2376,True
70,AT004,14,1,left,ID015,left,towards,-28,28,2128,True
70,AT004,15,2,left,ID015,right,away,-38,38,3448,True
70,AT004,16,0,right,ID015,left,away,37,37,3304,True
70,AT004,17,1,left,ID017,right,away,-40,40,2599,False
70,AT004,18,2,left,ID017,right,away,-45,45,2657,False
70,AT004,19,3,right,ID017,left,away,34,34,3983,True
70,AT004,20,1,left,ID017,left,towards,-38,38,2672,True
70,AT004,21,1,left,ID015,right,away,-37,37,2559,True
70,AT004,22,0,right,ID015,right,towards,41,41,3047,False
70,AT004,23,0,left,ID015,left,towards,-50,50,2936,False
70,AT004,24,2,right,ID017,right,towards,34,34,4495,True
70,AT004,25,2,right,ID017,left,away,38,38,3735,True
70,AT004,26,2,left,ID017,left,towards,-40,40,3312,False
70,AT004,27,0,left,ID017,left,towards,-32,32,3311,True
70,AT004,28,1,right,ID015,left,away,36,36,3832,True
70,AT004,29,2,right,ID015,right,towards,47,47,2991,False
70,AT004,30,3,left,ID015,right,away,-42,42,2536,False
70,AT004,31,3,left,ID017,right,away,-39,39,3839,True
71,AT004,0,2,left,ID017,right,away,-30,30,234932,True
71,AT004,1,0,left,ID015,left,towards,-18,18,3166,True
71,AT004,2,2,left,ID015,left,towards,-45,45,4271,False
71,AT004,3,0,left,ID015,right,away,-27,27,3573,True
71,AT004,4,2,left,ID017,left,towards,-28,28,7528,True
71,AT004,5,0,left,ID017,left,towards,-26,26,5915,True
71,AT004,6,1,left,ID017,right,away,-45,45,4194,False
71,AT004,7,2,left,ID015,right,away,-27,27,4564,True
71,AT004,8,2,right,ID017,left,away,32,32,3923,True
71,AT004,9,2,right,ID015,left,away,27,27,10861,True
71,AT004,10,2,right,ID017,right,towards,34,34,5763,True
71,AT004,11,2,right,ID015,right,towards,23,23,15174,True
71,AT004,12,0,left,ID017,right,away,-51,51,4615,False
71,AT004,13,0,right,ID015,left,away,14,14,2799,True
71,AT004,14,3,left,ID015,right,away,-36,36,27689,True
71,AT004,15,3,left,ID015,left,towards,-32,32,5030,True
71,AT004,16,0,right,ID017,left,away,13,13,3789,True
71,AT004,17,0,right,ID015,right,towards,22,22,5011,True
71,AT004,18,0,right,ID017,right,towards,27,27,3347,True
71,AT004,19,1,left,ID015,left,towards,-14,14,3453,True
71,AT004,20,3,right,ID015,left,away,44,44,7381,False
71,AT004,21,3,right,ID017,left,away,52,52,53724,False
71,AT004,22,1,left,ID015,right,away,-38,38,6294,True
71,AT004,23,1,left,ID017,left,towards,-31,31,7744,True
71,AT004,24,1,right,ID017,left,away,24,24,3016,True
71,AT004,25,3,left,ID017,left,towards,-14,14,5863,True
71,AT004,26,3,left,ID017,right,away,41,-41,3795,False
71,AT004,27,3,right,ID015,right,towards,35,35,5544,True
71,AT004,28,3,right,ID017,right,towards,41,41,6739,False
71,AT004,29,1,right,ID015,left,away,27,27,3556,True
71,AT004,30,1,right,ID017,right,towards,21,21,3221,True
71,AT004,31,1,right,ID015,right,towards,27,27,5251,True
72,AT004,0,1,left,ID017,left,towards,-8,8,69272,True
72,AT004,1,2,left,ID017,right,away,-8,8,11014,True
72,AT004,2,1,right,ID017,left,away,14,14,4158,True
72,AT004,3,1,right,ID017,right,towards,14,14,2178,True
72,AT004,4,3,right,ID017,left,away,-23,-23,3819,True
72,AT004,5,0,right,ID017,left,away,10,10,2366,True
72,AT004,6,2,right,ID015,left,away,10,10,2154,True
72,AT004,7,3,left,ID017,right,away,-11,11,1614,True
72,AT004,8,0,left,ID015,right,away,-8,8,1759,True
72,AT004,9,1,right,ID015,right,towards,12,12,2480,True
72,AT004,10,2,left,ID015,right,away,-8,8,1454,True
72,AT004,11,0,right,ID015,left,away,9,9,1317,True
72,AT004,12,3,right,ID015,left,away,22,22,2002,True
72,AT004,13,2,left,ID015,left,towards,-10,10,1451,True
72,AT004,14,3,right,ID015,right,towards,22,22,1834,True
72,AT004,15,0,right,ID017,right,towards,11,11,1726,True
72,AT004,16,3,left,ID015,left,towards,-13,13,1372,True
72,AT004,17,2,right,ID015,right,towards,7,7,1210,True
72,AT004,18,1,right,ID015,left,away,-15,-15,1481,True
72,AT004,19,3,right,ID017,right,towards,16,16,1484,True
72,AT004,20,1,left,ID015,left,towards,-13,13,1247,True
72,AT004,21,0,left,ID017,left,towards,-19,19,2636,True
72,AT004,22,0,left,ID015,left,towards,-14,14,1477,True
72,AT004,23,2,left,ID017,left,towards,-17,17,1614,True
72,AT004,24,3,left,ID017,left,towards,-16,16,1422,True
72,AT004,25,2,right,ID017,right,towards,12,12,1329,True
72,AT004,26,0,right,ID015,right,towards,14,14,1447,True
72,AT004,27,2,right,ID017,left,away,13,13,1725,True
72,AT004,28,1,left,ID017,right,away,-20,20,1981,True
72,AT004,29,3,left,ID015,right,away,-14,14,1617,True
72,AT004,30,0,left,ID017,right,away,-14,14,1519,True
72,AT004,31,1,left,ID015,right,away,-22,22,1680,True
73,AT004,0,0,left,ID017,right,away,0,0,3631,False
73,AT004,1,3,right,ID015,right,towards,0,0,493,False
73,AT004,2,0,left,ID017,left,towards,0,0,469,False
73,AT004,3,0,right,ID015,right,towards,0,0,424,False
73,AT004,4,2,left,ID015,left,towards,0,0,623,False
73,AT004,5,3,right,ID017,left,away,0,0,431,False
73,AT004,6,1,left,ID017,right,away,0,0,462,False
73,AT004,7,0,right,ID017,left,away,0,0,389,False
73,AT004,8,3,left,ID017,left,towards,0,0,405,False
73,AT004,9,3,left,ID015,left,towards,0,0,411,False
73,AT004,10,1,right,ID017,left,away,0,0,468,False
73,AT004,11,1,right,ID015,right,towards,0,0,468,False
73,AT004,12,2,right,ID015,left,away,0,0,417,False
73,AT004,13,0,left,ID015,right,away,0,0,437,False
73,AT004,14,1,left,ID015,right,away,0,0,358,False
73,AT004,15,0,left,ID015,left,towards,0,0,562,False
73,AT004,16,0,right,ID017,right,towards,0,0,828,False
73,AT004,17,1,left,ID015,left,towards,0,0,1251,False
73,AT004,18,2,right,ID017,right,towards,0,0,1007,False
73,AT004,19,3,left,ID017,right,away,0,0,786,False
73,AT004,20,2,right,ID015,right,towards,0,0,833,False
73,AT004,21,3,right,ID015,left,away,0,0,736,False
73,AT004,22,2,left,ID017,right,away,0,0,912,False
73,AT004,23,0,right,ID015,left,away,0,0,768,False
73,AT004,24,3,right,ID017,right,towards,0,0,744,False
73,AT004,25,2,left,ID017,left,towards,0,0,1218,False
73,AT004,26,2,left,ID015,right,away,0,0,1528,False
73,AT004,27,1,right,ID017,right,towards,0,0,843,False
73,AT004,28,2,right,ID017,left,away,0,0,901,False
73,AT004,29,1,right,ID015,left,away,0,0,1074,False
73,AT004,30,1,left,ID017,left,towards,0,0,2843,False
73,AT004,31,3,left,ID015,right,away,0,0,800,False
74,AT004,0,2,left,ID015,left,towards,0,0,180865,False
74,AT004,1,1,left,ID017,right,away,-5,5,14237,True
74,AT004,2,1,right,ID015,right,towards,7,7,8734,True
74,AT004,3,2,right,ID017,left,away,5,5,9376,True
74,AT004,4,2,left,ID015,right,away,-5,5,9383,True
74,AT004,5,0,left,ID015,left,towards,-4,4,5015,True
74,AT004,6,3,left,ID017,left,towards,-8,8,13343,True
74,AT004,7,0,right,ID015,left,away,5,5,4752,True
74,AT004,8,1,right,ID017,right,towards,8,8,4800,True
74,AT004,9,3,right,ID017,right,towards,10,10,4336,True
74,AT004,10,3,right,ID015,right,towards,10,10,4725,True
74,AT004,11,1,right,ID015,left,away,10,10,6304,True
74,AT004,12,2,left,ID017,left,towards,-5,5,5407,True
74,AT004,13,0,right,ID015,right,towards,5,5,2967,True
74,AT004,14,1,left,ID015,left,towards,-6,6,4263,True
74,AT004,15,2,left,ID017,right,away,-5,5,2704,True
74,AT004,16,3,right,ID017,left,away,9,9,3553,True
74,AT004,17,1,left,ID015,right,away,-7,7,3544,True
74,AT004,18,2,right,ID017,right,towards,5,5,3800,True
74,AT004,19,1,left,ID017,left,towards,-7,7,2312,True
74,AT004,20,1,right,ID017,left,away,8,8,3408,True
74,AT004,21,0,right,ID017,left,away,-5,-5,2416,True
74,AT004,22,0,right,ID017,right,towards,5,5,4992,True
74,AT004,23,3,left,ID015,left,towards,-9,9,2951,True
74,AT004,24,3,left,ID015,right,away,10,-10,2920,True
74,AT004,25,0,left,ID015,right,away,-5,5,3224,True
74,AT004,26,3,left,ID017,right,away,10,-10,5575,True
74,AT004,27,2,right,ID015,right,towards,6,6,4024,True
74,AT004,28,0,left,ID017,left,towards,-5,5,2760,True
74,AT004,29,3,right,ID015,left,away,13,13,5063,True
74,AT004,30,2,right,ID015,left,away,6,6,2416,True
74,AT004,31,0,left,ID017,right,away,-5,5,2544,True
75,AT004,0,0,left,ID017,right,away,-13,13,139010,True
75,AT004,1,0,left,ID017,left,towards,-19,19,12280,True
75,AT004,2,0,left,ID015,right,away,-17,17,11982,True
75,AT004,3,0,left,ID015,left,towards,-19,19,6978,True
75,AT004,4,0,right,ID015,left,away,14,14,10537,True
75,AT004,5,0,right,ID017,left,away,21,21,5976,True
75,AT004,6,0,right,ID017,right,towards,14,14,8308,True
75,AT004,7,0,right,ID015,right,towards,16,16,9484,True
75,AT004,8,1,right,ID017,right,towards,30,30,13369,True
75,AT004,9,1,right,ID015,left,away,25,25,7093,True
75,AT004,10,1,right,ID017,left,away,28,28,9264,True
75,AT004,11,1,right,ID015,right,towards,28,28,6842,True
75,AT004,12,1,left,ID017,right,away,-29,29,6324,True
75,AT004,13,1,left,ID017,left,towards,-33,33,6817,True
75,AT004,14,1,left,ID015,right,away,-34,34,4904,True
75,AT004,15,1,left,ID015,left,towards,-30,30,4999,True
75,AT004,16,2,right,ID015,left,away,17,17,8969,True
75,AT004,17,2,left,ID017,left,towards,-16,16,8895,True
75,AT004,18,2,right,ID017,left,away,23,23,6096,True
75,AT004,19,2,left,ID015,left,towards,-26,26,9000,True
75,AT004,20,2,left,ID015,right,away,-27,27,5888,True
75,AT004,21,2,left,ID017,right,away,-34,34,3416,True
75,AT004,22,2,right,ID017,right,towards,31,31,5551,True
75,AT004,23,2,right,ID015,right,towards,34,34,4033,True
75,AT004,24,3,right,ID015,left,away,43,43,11919,False
75,AT004,25,3,right,ID017,right,towards,52,52,7183,False
75,AT004,26,3,right,ID017,left,away,47,47,5078,False
75,AT004,27,3,right,ID015,right,towards,49,49,3848,False
75,AT004,28,3,left,ID017,left,towards,-41,41,4592,False
75,AT004,29,3,left,ID015,left,towards,-47,47,5112,False
75,AT004,30,3,left,ID017,right,away,-50,50,4647,False
75,AT004,31,3,left,ID015,right,away,-50,50,4305,False
76,AT004,0,0,left,ID015,left,towards,-7,7,111622,True
76,AT004,1,2,left,ID015,left,towards,-7,7,13830,True
76,AT004,2,0,left,ID017,left,towards,-10,10,8567,True
76,AT004,3,1,right,ID015,left,away,12,12,6765,True
76,AT004,4,3,right,ID017,right,towards,14,14,16601,True
76,AT004,5,0,right,ID015,left,away,12,12,19823,True
76,AT004,6,3,left,ID015,right,away,-18,18,10263,True
76,AT004,7,1,right,ID017,right,towards,20,20,14263,True
76,AT004,8,3,left,ID017,left,towards,-13,13,7310,True
76,AT004,9,2,right,ID017,left,away,19,19,8697,True
76,AT004,10,2,right,ID015,right,towards,17,17,5887,True
76,AT004,11,0,right,ID017,left,away,17,17,6663,True
76,AT004,12,3,left,ID017,right,away,-26,26,8847,True
76,AT004,13,2,left,ID017,left,towards,-15,15,6271,True
76,AT004,14,2,right,ID015,left,away,13,13,11087,True
76,AT004,15,1,left,ID015,right,away,-27,27,20352,True
76,AT004,16,3,right,ID015,right,towards,29,29,4982,True
76,AT004,17,2,left,ID017,right,away,-20,20,3207,True
76,AT004,18,0,right,ID017,right,towards,24,24,4727,True
76,AT004,19,0,right,ID015,right,towards,29,29,4207,True
76,AT004,20,2,right,ID017,right,towards,21,21,4655,True
76,AT004,21,0,left,ID017,right,away,-22,22,4871,True
76,AT004,22,3,right,ID017,left,away,26,26,4935,True
76,AT004,23,1,right,ID017,left,away,30,30,7367,True
76,AT004,24,0,left,ID015,right,away,-20,20,3863,True
76,AT004,25,1,left,ID017,right,away,-28,28,9783,True
76,AT004,26,1,left,ID017,left,towards,-20,20,11847,True
76,AT004,27,3,right,ID015,left,away,26,26,4063,True
76,AT004,28,2,left,ID015,right,away,-20,20,3039,True
76,AT004,29,3,left,ID015,left,towards,-28,28,4783,True
76,AT004,30,1,left,ID015,left,towards,-31,31,5679,True
76,AT004,31,1,right,ID015,right,towards,34,34,3815,True
77,AT004,0,0,left,ID017,left,towards,-19,19,18827,True
77,AT004,1,0,right,ID017,right,towards,17,17,4999,True
77,AT004,2,1,left,ID015,right,away,-30,30,6353,True
77,AT004,3,3,left,ID015,left,towards,-35,35,5794,True
77,AT004,4,2,right,ID017,right,towards,20,20,6210,True
77,AT004,5,1,left,ID015,left,towards,-39,39,6448,True
77,AT004,6,0,left,ID015,left,towards,-39,39,3152,True
77,AT004,7,2,left,ID017,right,away,-41,41,3365,False
77,AT004,8,1,right,ID017,right,towards,42,42,3638,False
77,AT004,9,3,right,ID017,right,towards,45,45,3284,False
77,AT004,10,1,right,ID015,right,towards,46,46,4424,False
77,AT004,11,2,left,ID017,left,towards,-28,28,2254,True
77,AT004,12,2,right,ID017,left,away,30,30,2003,True
77,AT004,13,3,right,ID017,left,away,50,50,2762,False
77,AT004,14,2,left,ID015,left,towards,-37,37,2291,True
77,AT004,15,3,right,ID015,right,towards,27,27,3100,True
77,AT004,16,3,right,ID015,left,away,34,34,2556,True
77,AT004,17,3,left,ID017,right,away,-37,37,2414,True
77,AT004,18,0,right,ID015,right,towards,26,26,3006,True
77,AT004,19,1,left,ID017,left,towards,-37,37,2129,True
77,AT004,20,1,right,ID017,left,away,35,35,2016,True
77,AT004,21,0,right,ID017,left,away,40,40,2332,False
77,AT004,22,1,right,ID015,left,away,45,45,2509,False
77,AT004,23,2,right,ID015,left,away,33,33,2888,True
77,AT004,24,0,left,ID015,right,away,-37,37,2299,True
77,AT004,25,3,left,ID017,left,towards,-45,45,2456,False
77,AT004,26,0,right,ID015,left,away,37,37,2112,True
77,AT004,27,3,left,ID015,right,away,-44,44,2274,False
77,AT004,28,2,right,ID015,right,towards,45,45,2288,False
77,AT004,29,2,left,ID015,right,away,-35,35,1962,True
77,AT004,30,1,left,ID017,right,away,-50,50,2739,False
77,AT004,31,0,left,ID017,right,away,-37,37,2369,True
78,AT004,0,0,left,ID015,left,towards,-20,20,113370,True
78,AT004,1,3,right,ID015,right,towards,7,7,12110,True
78,AT004,2,0,left,ID017,right,away,-6,6,6996,True
78,AT004,3,2,right,ID015,right,towards,3,3,5784,False
78,AT004,4,1,right,ID017,right,towards,7,7,4781,True
78,AT004,5,2,left,ID015,left,towards,-4,4,2094,True
78,AT004,6,3,left,ID017,right,away,-7,7,4406,True
78,AT004,7,0,left,ID015,right,away,-8,8,6007,True
78,AT004,8,0,right,ID015,right,towards,9,9,3774,True
78,AT004,9,3,right,ID017,left,away,-4,-4,4030,True
78,AT004,10,1,left,ID017,right,away,-8,8,2999,True
78,AT004,11,1,left,ID015,right,away,-7,7,3261,True
78,AT004,12,1,right,ID015,left,away,6,6,3078,True
78,AT004,13,2,right,ID017,left,away,6,6,3427,True
78,AT004,14,2,left,ID017,left,towards,-4,4,1654,True
78,AT004,15,2,right,ID017,right,towards,4,4,1447,True
78,AT004,16,3,right,ID015,left,away,6,6,3108,True
78,AT004,17,1,left,ID015,left,towards,-6,6,2825,True
78,AT004,18,0,right,ID017,right,towards,5,5,2176,True
78,AT004,19,0,right,ID017,left,away,5,5,2290,True
78,AT004,20,3,left,ID017,left,towards,-5,5,2061,True
78,AT004,21,3,left,ID015,left,towards,-5,5,2214,True
78,AT004,22,2,left,ID015,right,away,-8,8,2441,True
78,AT004,23,3,left,ID015,right,away,-8,8,2731,True
78,AT004,24,0,left,ID017,left,towards,-7,7,2798,True
78,AT004,25,3,right,ID017,right,towards,5,5,2122,True
78,AT004,26,1,left,ID017,left,towards,-6,6,2311,True
78,AT004,27,2,left,ID017,right,away,-7,7,2711,True
78,AT004,28,1,right,ID015,right,towards,8,8,2410,True
78,AT004,29,1,right,ID017,left,away,8,8,3274,True
78,AT004,30,2,right,ID015,left,away,6,6,4201,True
78,AT004,31,0,right,ID015,left,away,11,11,2478,True
79,AT004,0,0,left,ID017,left,towards,0,0,257969,False
79,AT004,1,1,right,ID015,left,away,0,0,1327,False
79,AT004,2,2,right,ID017,right,towards,0,0,1163,False
79,AT004,3,3,left,ID017,left,towards,0,0,1077,False
79,AT004,4,0,right,ID017,left,away,0,0,966,False
79,AT004,5,2,right,ID015,left,away,0,0,1384,False
79,AT004,6,0,left,ID015,right,away,0,0,999,False
79,AT004,7,3,left,ID017,right,away,0,0,5421,False
79,AT004,8,1,right,ID017,right,towards,0,0,794,False
79,AT004,9,2,left,ID017,left,towards,0,0,688,False
79,AT004,10,1,left,ID017,left,towards,0,0,820,False
79,AT004,11,2,left,ID015,left,towards,0,0,666,False
79,AT004,12,0,right,ID015,left,away,0,0,940,False
79,AT004,13,3,right,ID015,left,away,0,0,11719,False
79,AT004,14,1,right,ID017,left,away,0,0,742,False
79,AT004,15,0,left,ID015,left,towards,0,0,555,False
79,AT004,16,0,right,ID015,right,towards,0,0,555,False
79,AT004,17,1,left,ID017,right,away,0,0,606,False
79,AT004,18,3,right,ID015,right,towards,0,0,676,False
79,AT004,19,1,right,ID015,right,towards,0,0,38,False
79,AT004,20,3,right,ID017,right,towards,0,0,40,False
79,AT004,21,0,left,ID017,right,away,0,0,41,False
79,AT004,22,2,left,ID017,right,away,0,0,39,False
79,AT004,23,3,left,ID015,left,towards,0,0,40,False
79,AT004,24,3,left,ID015,right,away,0,0,39,False
79,AT004,25,1,left,ID015,right,away,0,0,38,False
79,AT004,26,2,right,ID015,right,towards,0,0,42,False
79,AT004,27,2,left,ID015,right,away,0,0,41,False
79,AT004,28,3,right,ID017,left,away,0,0,37,False
79,AT004,29,2,right,ID017,left,away,0,0,38,False
79,AT004,30,1,left,ID015,left,towards,0,0,41,False
79,AT004,31,0,right,ID017,right,towards,0,0,39,False
79,AT004,32,0,right,ID017,right,towards,0,0,78,False
79,AT004,33,0,right,ID017,right,towards,0,0,117,False
79,AT004,34,0,right,ID017,right,towards,0,0,157,False
79,AT004,35,0,right,ID017,right,towards,0,0,195,False
79,AT004,36,0,right,ID017,right,towards,0,0,237,False
79,AT004,37,0,right,ID017,right,towards,0,0,276,False
79,AT004,38,0,right,ID017,right,towards,0,0,316,False
79,AT004,39,0,right,ID017,right,towards,0,0,356,False
79,AT004,40,0,right,ID017,right,towards,0,0,396,False
80,AT004,0,3,left,ID017,right,away,-24,24,20778,True
80,AT004,1,0,right,ID017,left,away,24,24,29876,True
80,AT004,2,2,left,ID017,left,towards,-19,19,20500,True
80,AT004,3,3,right,ID015,right,towards,33,33,20403,True
80,AT004,4,0,left,ID015,right,away,-20,20,12715,True
80,AT004,5,3,left,ID017,left,towards,-28,28,14721,True
80,AT004,6,3,right,ID017,right,towards,33,33,27216,True
80,AT004,7,3,right,ID015,left,away,34,34,22023,True
80,AT004,8,1,right,ID015,right,towards,41,41,17216,False
80,AT004,9,0,right,ID015,right,towards,31,31,14923,True
80,AT004,10,0,left,ID017,right,away,-21,21,17090,True
80,AT004,11,2,left,ID015,left,towards,-29,29,16990,True
80,AT004,12,0,left,ID015,left,towards,-26,26,18920,True
80,AT004,13,1,left,ID017,right,away,-38,38,13492,True
80,AT004,14,1,right,ID015,left,away,30,30,16894,True
80,AT004,15,3,left,ID015,left,towards,-32,32,14916,True
80,AT004,16,0,left,ID017,left,towards,-26,26,13176,True
80,AT004,17,1,left,ID017,left,towards,-38,38,9817,True
80,AT004,18,2,right,ID015,left,away,30,30,10639,True
80,AT004,19,2,right,ID017,left,away,25,25,12253,True
80,AT004,20,1,right,ID017,left,away,43,43,10770,False
80,AT004,21,0,right,ID015,left,away,33,33,11223,True
80,AT004,22,2,left,ID017,right,away,-24,24,13001,True
80,AT004,23,0,right,ID017,right,towards,29,29,9303,True
80,AT004,24,1,right,ID017,right,towards,43,43,12491,False
80,AT004,25,1,left,ID015,left,towards,-38,38,10156,True
80,AT004,26,3,left,ID015,right,away,34,-34,8551,True
80,AT004,27,2,right,ID017,right,towards,33,33,12888,True
80,AT004,28,3,right,ID017,left,away,38,38,7735,True
80,AT004,29,1,left,ID015,right,away,-36,36,11127,True
80,AT004,30,2,left,ID015,right,away,-37,37,8039,True
80,AT004,31,2,right,ID015,right,towards,34,34,10966,True
81,AT004,0,0,left,ID017,right,away,-11,11,101284,True
81,AT004,1,0,left,ID017,left,towards,-17,17,10984,True
81,AT004,2,0,left,ID015,left,towards,-17,17,9095,True
81,AT004,3,1,left,ID015,left,towards,-25,25,9127,True
81,AT004,4,0,left,ID015,right,away,-18,18,6112,True
81,AT004,5,0,right,ID017,left,away,14,14,6409,True
81,AT004,6,1,left,ID017,right,away,-25,25,5646,True
81,AT004,7,1,left,ID017,left,towards,-27,27,3961,True
81,AT004,8,0,right,ID017,right,towards,13,13,6164,True
81,AT004,9,0,right,ID015,left,away,21,21,4544,True
81,AT004,10,0,right,ID015,right,towards,22,22,4952,True
81,AT004,11,1,left,ID015,right,away,-27,27,4843,True
81,AT004,12,1,right,ID017,left,away,30,30,4242,True
81,AT004,13,1,right,ID015,left,away,26,26,3988,True
81,AT004,14,1,right,ID015,right,towards,28,28,3709,True
81,AT004,15,1,right,ID017,right,towards,26,26,6360,True
81,AT004,16,2,left,ID017,right,away,-27,27,7261,True
81,AT004,17,2,right,ID017,left,away,32,32,4088,True
81,AT004,18,2,right,ID015,left,away,31,31,5955,True
81,AT004,19,2,left,ID017,left,towards,-21,21,4430,True
81,AT004,20,2,right,ID017,right,towards,27,27,3905,True
81,AT004,21,2,right,ID015,right,towards,28,28,3429,True
81,AT004,22,2,left,ID015,left,towards,-23,23,4005,True
81,AT004,23,2,left,ID015,right,away,-18,18,3015,True
81,AT004,24,3,left,ID017,right,away,-33,33,3963,True
81,AT004,25,3,left,ID015,left,towards,-34,34,3844,True
81,AT004,26,3,left,ID015,right,away,-39,39,4976,True
81,AT004,27,3,left,ID017,left,towards,-37,37,8535,True
81,AT004,28,3,right,ID015,left,away,43,43,5173,False
81,AT004,29,3,right,ID017,left,away,40,40,4208,False
81,AT004,30,3,right,ID015,right,towards,42,42,4375,False
81,AT004,31,3,right,ID017,right,towards,42,42,4488,False
