user_number,session_group,trialIndex,tubeTypeIndex,tip_direction,face_id,faceSide,towards_away,raw_angle,angle,latency,valid
1,AT004,0,3,right,ID017,right,towards,8,8,131477,True
1,AT004,1,3,right,ID017,left,away,31,31,15423,True
1,AT004,2,2,left,ID017,right,away,-9,9,8576,True
1,AT004,3,0,right,ID017,right,towards,8,8,12687,True
1,AT004,4,0,left,ID017,left,towards,-10,10,9344,True
1,AT004,5,0,left,ID015,left,towards,-11,11,14623,True
1,AT004,6,1,left,ID017,left,towards,-27,27,14016,True
1,AT004,7,0,right,ID017,left,away,11,11,7344,True
1,AT004,8,0,right,ID015,left,away,15,15,9967,True
1,AT004,9,0,right,ID015,right,towards,17,17,10280,True
1,AT004,10,1,left,ID017,right,away,-28,28,16777,True
1,AT004,11,3,right,ID015,left,away,36,36,15222,True
1,AT004,12,1,right,ID015,left,away,31,31,10112,True
1,AT004,13,0,left,ID017,right,away,-20,20,13079,True
1,AT004,14,2,right,ID015,right,towards,24,24,11917,True
1,AT004,15,1,right,ID017,right,towards,37,37,12641,True
1,AT004,16,2,left,ID015,left,towards,-19,19,9128,True
1,AT004,17,1,right,ID015,right,towards,32,32,11629,True
1,AT004,18,2,left,ID015,right,away,-20,20,9039,True
1,AT004,19,2,right,ID017,right,towards,24,24,8737,True
1,AT004,20,1,left,ID015,left,towards,-37,37,11761,True
1,AT004,21,3,right,ID015,right,towards,39,39,13190,True
1,AT004,22,2,right,ID015,left,away,18,18,10418,True
1,AT004,23,3,left,ID015,right,away,-54,54,10990,False
1,AT004,24,3,left,ID015,left,towards,-53,53,11431,False
1,AT004,25,3,left,ID017,right,away,-47,47,13199,False
1,AT004,26,3,left,ID017,left,towards,-52,52,8983,False
1,AT004,27,0,left,ID015,right,away,-19,19,8431,True
1,AT004,28,2,left,ID017,left,towards,-20,20,9055,True
1,AT004,29,1,left,ID015,right,away,-36,36,10327,True
1,AT004,30,1,right,ID017,left,away,32,32,8744,True
1,AT004,31,2,right,ID017,left,away,17,17,8256,True
2,AT004,0,2,left,ID017,left,towards,-5,5,12942,True
2,AT004,1,1,left,ID017,left,towards,-6,6,5448,True
2,AT004,2,1,left,ID017,right,away,-6,6,7256,True
2,AT004,3,2,left,ID015,right,away,-5,5,6665,True
2,AT004,4,1,right,ID017,right,towards,11,11,6854,True
2,AT004,5,0,left,ID017,left,towards,-8,8,2519,True
2,AT004,6,0,left,ID015,left,towards,-11,11,3449,True
2,AT004,7,3,right,ID015,left,away,-7,-7,3153,True
2,AT004,8,3,left,ID015,right,away,-6,6,2356,True
2,AT004,9,1,right,ID015,right,towards,7,7,2667,True
2,AT004,10,1,right,ID017,left,away,12,12,4763,True
2,AT004,11,1,left,ID015,left,towards,-15,15,2756,True
2,AT004,12,2,right,ID017,left,away,6,6,2612,True
2,AT004,13,0,left,ID017,right,away,-13,13,3185,True
2,AT004,14,3,left,ID015,left,towards,-9,9,2300,True
2,AT004,15,1,right,ID015,left,away,11,11,2495,True
2,AT004,16,3,right,ID017,right,towards,7,7,2187,True
2,AT004,17,3,right,ID015,right,towards,19,19,2742,True
2,AT004,18,2,right,ID015,left,away,8,8,2455,True
2,AT004,19,2,right,ID015,right,towards,12,12,2312,True
2,AT004,20,1,left,ID015,right,away,-10,10,3359,True
2,AT004,21,0,left,ID015,right,away,-13,13,3542,True
2,AT004,22,2,left,ID017,right,away,-14,14,2632,True
2,AT004,23,0,right,ID017,left,away,8,8,2300,True
2,AT004,24,3,left,ID017,right,away,-14,14,3233,True
2,AT004,25,0,right,ID017,right,towards,15,15,3045,True
2,AT004,26,0,right,ID015,right,towards,13,13,2622,True
2,AT004,27,0,right,ID015,left,away,12,12,2922,True
2,AT004,28,2,left,ID015,left,towards,-10,10,4265,True
2,AT004,29,3,left,ID017,left,towards,-15,15,3508,True
2,AT004,30,3,right,ID017,left,away,15,15,3245,True
2,AT004,31,2,right,ID017,right,towards,19,19,2881,True
3,AT004,0,3,right,ID015,left,away,22,22,141972,True
3,AT004,1,1,left,ID017,left,towards,-7,7,6648,True
3,AT004,2,1,left,ID017,right,away,-11,11,8718,True
3,AT004,3,2,right,ID015,right,towards,13,13,9405,True
3,AT004,4,2,right,ID017,left,away,13,13,4455,True
3,AT004,5,3,left,ID015,right,away,-24,24,8100,True
3,AT004,6,3,right,ID015,right,towards,25,25,3824,True
3,AT004,7,2,left,ID015,left,towards,-15,15,2948,True
3,AT004,8,2,left,ID015,right,away,-15,15,4950,True
3,AT004,9,1,right,ID015,right,towards,26,26,5569,True
3,AT004,10,3,right,ID017,left,away,43,43,5838,False
3,AT004,11,1,right,ID015,left,away,23,23,3329,True
3,AT004,12,3,left,ID015,left,towards,-24,24,5163,True
3,AT004,13,0,left,ID017,left,towards,-12,12,3926,True
3,AT004,14,3,right,ID017,right,towards,34,34,3487,True
3,AT004,15,2,right,ID015,left,away,14,14,3375,True
3,AT004,16,1,right,ID017,left,away,20,20,4478,True
3,AT004,17,1,left,ID015,right,away,-19,19,3858,True
3,AT004,18,0,left,ID015,left,towards,-10,10,2171,True
3,AT004,19,2,left,ID017,right,away,-17,17,2486,True
3,AT004,20,0,left,ID017,right,away,-9,9,2486,True
3,AT004,21,0,right,ID017,right,towards,12,12,2059,True
3,AT004,22,0,right,ID015,right,towards,13,13,2587,True
3,AT004,23,0,left,ID015,right,away,-17,17,2193,True
3,AT004,24,2,left,ID017,left,towards,-24,24,3308,True
3,AT004,25,3,left,ID017,right,away,-38,38,3476,True
3,AT004,26,0,right,ID015,left,away,15,15,2317,True
3,AT004,27,2,right,ID017,right,towards,27,27,2890,True
3,AT004,28,0,right,ID017,left,away,15,15,2159,True
3,AT004,29,3,left,ID017,left,towards,-29,29,4207,True
3,AT004,30,1,left,ID015,left,towards,-18,18,3341,True
3,AT004,31,1,right,ID017,right,towards,22,22,2429,True
4,AT004,0,2,left,ID017,right,away,-10,10,125441,True
4,AT004,1,2,left,ID015,right,away,-10,10,6162,True
4,AT004,2,3,left,ID017,left,towards,26,-26,6573,True
4,AT004,3,0,left,ID017,right,away,-4,4,9200,True
4,AT004,4,3,right,ID015,right,towards,32,32,5875,True
4,AT004,5,1,right,ID015,right,towards,13,13,5548,True
4,AT004,6,3,left,ID015,left,towards,-33,33,8243,True
4,AT004,7,0,right,ID017,right,towards,7,7,4393,True
4,AT004,8,2,right,ID017,left,away,10,10,5080,True
4,AT004,9,1,left,ID017,right,away,-17,17,6928,True
4,AT004,10,1,right,ID017,right,towards,16,16,4266,True
4,AT004,11,0,left,ID015,left,towards,-6,6,4640,True
4,AT004,12,3,right,ID017,left,away,28,28,6726,True
4,AT004,13,2,right,ID017,right,towards,11,11,6123,True
4,AT004,14,1,left,ID017,left,towards,-15,15,5190,True
4,AT004,15,2,right,ID015,left,away,9,9,6217,True
4,AT004,16,3,right,ID017,right,towards,25,25,7407,True
4,AT004,17,2,left,ID017,left,towards,-9,9,5639,True
4,AT004,18,0,left,ID017,left,towards,-7,7,5591,True
4,AT004,19,1,left,ID015,left,towards,-18,18,6329,True
4,AT004,20,0,right,ID015,left,away,8,8,6243,True
4,AT004,21,1,left,ID015,right,away,-13,13,7405,True
4,AT004,22,1,right,ID015,left,away,14,14,6845,True
4,AT004,23,2,left,ID015,left,towards,-8,8,4530,True
4,AT004,24,1,right,ID017,left,away,18,18,6038,True
4,AT004,25,3,left,ID017,right,away,-29,29,8982,True
4,AT004,26,0,right,ID017,left,away,8,8,5133,True
4,AT004,27,0,right,ID015,right,towards,9,9,7316,True
4,AT004,28,0,left,ID015,right,away,-7,7,4307,True
4,AT004,29,2,right,ID015,right,towards,10,10,4544,True
4,AT004,30,3,right,ID015,left,away,30,30,7174,True
4,AT004,31,3,left,ID015,right,away,-23,23,7873,True
5,AT004,0,1,right,ID015,right,towards,6,6,122704,True
5,AT004,1,3,right,ID015,right,towards,5,5,8912,True
5,AT004,2,0,right,ID015,right,towards,10,10,5304,True
5,AT004,3,0,left,ID017,left,towards,-9,9,6352,True
5,AT004,4,3,right,ID017,left,away,19,19,8816,True
5,AT004,5,2,left,ID017,right,away,-4,4,6127,True
5,AT004,6,1,left,ID015,right,away,-10,10,4857,True
5,AT004,7,2,right,ID017,right,towards,5,5,7448,True
5,AT004,8,2,left,ID015,right,away,-5,5,3328,True
5,AT004,9,3,left,ID015,right,away,-20,20,15030,True
5,AT004,10,0,left,ID015,right,away,-4,4,4344,True
5,AT004,11,2,right,ID015,right,towards,5,5,3679,True
5,AT004,12,2,right,ID017,left,away,5,5,3864,True
5,AT004,13,1,left,ID015,left,towards,-15,15,5160,True
5,AT004,14,0,left,ID015,left,towards,-5,5,2824,True
5,AT004,15,2,right,ID015,left,away,4,4,3760,True
5,AT004,16,3,right,ID017,right,towards,11,11,5072,True
5,AT004,17,1,right,ID015,left,away,7,7,3696,True
5,AT004,18,1,right,ID017,left,away,6,6,4295,True
5,AT004,19,0,right,ID017,left,away,4,4,2801,True
5,AT004,20,0,left,ID017,right,away,-4,4,3935,True
5,AT004,21,1,left,ID017,right,away,-7,7,4368,True
5,AT004,22,0,right,ID017,right,towards,4,4,3088,True
5,AT004,23,0,right,ID015,left,away,4,4,3248,True
5,AT004,24,3,left,ID017,left,towards,-10,10,5272,True
5,AT004,25,2,left,ID017,left,towards,-5,5,3799,True
5,AT004,26,3,right,ID015,left,away,11,11,5367,True
5,AT004,27,3,left,ID015,left,towards,-10,10,4472,True
5,AT004,28,1,left,ID017,left,towards,-6,6,3520,True
5,AT004,29,1,right,ID017,right,towards,6,6,3367,True
5,AT004,30,3,left,ID017,right,away,-15,15,8240,True
5,AT004,31,2,left,ID015,left,towards,-6,6,7359,True
6,AT004,0,1,left,ID017,right,away,-12,12,26119,True
6,AT004,1,0,right,ID017,right,towards,-1,-1,294,False
6,AT004,2,0,right,ID015,left,away,0,0,256,False
6,AT004,3,1,left,ID017,left,towards,0,0,215,False
6,AT004,4,2,left,ID017,right,away,0,0,207,False
6,AT004,5,2,right,ID017,left,away,0,0,215,False
6,AT004,6,3,right,ID015,left,away,0,0,215,False
6,AT004,7,3,left,ID015,left,towards,0,0,215,False
6,AT004,8,2,left,ID015,right,away,0,0,288,False
6,AT004,9,3,left,ID017,right,away,0,0,183,False
6,AT004,10,0,right,ID017,left,away,0,0,231,False
6,AT004,11,2,right,ID015,left,away,0,0,223,False
6,AT004,12,3,right,ID017,left,away,0,0,216,False
6,AT004,13,0,left,ID015,right,away,-1,1,206,False
6,AT004,14,1,right,ID015,right,towards,2,2,1975,False
6,AT004,15,3,left,ID017,left,towards,0,0,279,False
6,AT004,16,2,left,ID017,left,towards,0,0,215,False
6,AT004,17,3,right,ID015,right,towards,1,1,199,False
6,AT004,18,1,right,ID015,left,away,0,0,207,False
6,AT004,19,0,left,ID017,right,away,0,0,223,False
6,AT004,20,3,right,ID017,right,towards,-1,-1,230,False
6,AT004,21,1,left,ID015,right,away,0,0,305,False
6,AT004,22,1,left,ID015,left,towards,0,0,215,False
6,AT004,23,1,right,ID017,left,away,0,0,223,False
6,AT004,24,0,left,ID015,left,towards,0,0,207,False
6,AT004,25,0,left,ID017,left,towards,-1,1,207,False
6,AT004,26,2,left,ID015,left,towards,0,0,231,False
6,AT004,27,1,right,ID017,right,towards,-1,-1,207,False
6,AT004,28,3,left,ID015,right,away,0,0,215,False
6,AT004,29,2,right,ID017,right,towards,1,1,215,False
6,AT004,30,0,right,ID015,right,towards,0,0,247,False
6,AT004,31,2,right,ID015,right,towards,0,0,247,False
6,AT004,32,2,right,ID015,right,towards,-1,-1,479,False
6,AT004,33,2,right,ID015,right,towards,-1,-1,718,False
6,AT004,34,2,right,ID015,right,towards,-2,-2,991,False
6,AT004,35,2,right,ID015,right,towards,-2,-2,1239,False
6,AT004,36,2,right,ID015,right,towards,-1,-1,1479,False
6,AT004,37,2,right,ID015,right,towards,-3,-3,1751,False
6,AT004,38,2,right,ID015,right,towards,-2,-2,1991,False
6,AT004,39,2,right,ID015,right,towards,-2,-2,2231,False
7,AT004,0,3,right,ID015,left,away,0,0,14318,False
7,AT004,1,0,right,ID015,right,towards,0,0,1494,False
7,AT004,2,3,right,ID017,right,towards,0,0,1151,False
7,AT004,3,0,left,ID015,left,towards,0,0,720,False
7,AT004,4,0,left,ID017,right,away,0,0,367,False
7,AT004,5,1,right,ID017,left,away,0,0,240,False
7,AT004,6,2,right,ID017,left,away,0,0,231,False
7,AT004,7,3,left,ID017,left,towards,0,0,479,False
7,AT004,8,0,left,ID015,right,away,0,0,247,False
7,AT004,9,2,left,ID015,right,away,0,0,231,False
7,AT004,10,1,left,ID015,left,towards,0,0,231,False
7,AT004,11,2,left,ID017,right,away,0,0,207,False
7,AT004,12,1,left,ID017,left,towards,0,0,231,False
7,AT004,13,1,left,ID015,right,away,0,0,247,False
7,AT004,14,0,left,ID017,left,towards,0,0,351,False
7,AT004,15,0,right,ID017,left,away,0,0,1543,False
7,AT004,16,1,right,ID015,right,towards,0,0,7056,False
7,AT004,17,2,right,ID015,left,away,0,0,319,False
7,AT004,18,3,left,ID015,right,away,0,0,319,False
7,AT004,19,0,right,ID017,right,towards,0,0,247,False
7,AT004,20,2,right,ID015,right,towards,0,0,240,False
7,AT004,21,2,right,ID017,right,towards,0,0,311,False
7,AT004,22,3,left,ID015,left,towards,0,0,223,False
7,AT004,23,3,left,ID017,right,away,0,0,375,False
7,AT004,24,2,left,ID015,left,towards,0,0,319,False
7,AT004,25,1,left,ID017,right,away,0,0,287,False
7,AT004,26,0,right,ID015,left,away,0,0,223,False
7,AT004,27,1,right,ID015,left,away,0,0,239,False
7,AT004,28,2,left,ID017,left,towards,0,0,207,False
7,AT004,29,3,right,ID015,right,towards,0,0,247,False
7,AT004,30,1,right,ID017,right,towards,0,0,207,False
7,AT004,31,3,right,ID017,left,away,0,0,247,False
7,AT004,32,3,right,ID017,left,away,0,0,479,False
8,AT004,0,1,left,ID017,left,towards,-28,28,98887,True
8,AT004,1,0,left,ID017,left,towards,-41,41,5807,False
8,AT004,2,2,right,ID017,right,towards,45,45,15343,False
8,AT004,3,2,left,ID017,left,towards,-21,21,4823,True
8,AT004,4,1,right,ID015,left,away,33,33,3208,True
8,AT004,5,3,right,ID017,left,away,-21,-21,2008,True
8,AT004,6,2,left,ID017,right,away,-34,34,3520,True
8,AT004,7,3,left,ID015,left,towards,-40,40,2904,False
8,AT004,8,1,right,ID017,right,towards,22,22,3496,True
8,AT004,9,1,left,ID015,right,away,-19,19,3024,True
8,AT004,10,0,right,ID015,left,away,29,29,4072,True
8,AT004,11,0,left,ID015,left,towards,-32,32,4512,True
8,AT004,12,1,left,ID017,right,away,-41,41,5088,False
8,AT004,13,0,left,ID015,right,away,-42,42,3424,False
8,AT004,14,3,left,ID015,right,away,-42,42,7392,False
8,AT004,15,0,left,ID017,right,away,-49,49,4128,False
8,AT004,16,3,right,ID015,right,towards,57,57,6520,False
8,AT004,17,3,left,ID017,right,away,-64,64,5696,False
8,AT004,18,0,right,ID017,left,away,26,26,3280,True
8,AT004,19,2,left,ID015,right,away,-37,37,3368,True
8,AT004,20,1,right,ID015,right,towards,42,42,21440,False
8,AT004,21,3,right,ID017,right,towards,56,56,3807,False
8,AT004,22,2,right,ID015,right,towards,51,51,3504,False
8,AT004,23,2,left,ID015,left,towards,-49,49,3479,False
8,AT004,24,2,right,ID015,left,away,59,59,3783,False
8,AT004,25,1,right,ID017,left,away,55,55,3527,False
8,AT004,26,3,right,ID015,left,away,55,55,3439,False
8,AT004,27,3,left,ID017,left,towards,-57,57,4999,False
8,AT004,28,1,left,ID015,left,towards,-51,51,3368,False
8,AT004,29,0,right,ID015,right,towards,36,36,2936,True
8,AT004,30,2,right,ID017,left,away,56,56,3672,False
8,AT004,31,0,right,ID017,right,towards,39,39,2856,True
9,AT004,0,1,left,ID015,left,towards,0,0,61688,False
9,AT004,1,0,right,ID017,left,away,10,10,14463,True
9,AT004,2,2,left,ID015,right,away,-15,15,5343,True
9,AT004,3,0,right,ID015,left,away,9,9,3680,True
9,AT004,4,2,right,ID017,left,away,15,15,5360,True
9,AT004,5,2,right,ID017,right,towards,13,13,4609,True
9,AT004,6,1,right,ID017,left,away,15,15,8176,True
9,AT004,7,3,left,ID015,right,away,-21,21,4591,True
9,AT004,8,1,right,ID015,left,away,18,18,3775,True
9,AT004,9,2,right,ID015,right,towards,8,8,3536,True
9,AT004,10,1,left,ID017,left,towards,-24,24,2960,True
9,AT004,11,3,right,ID015,right,towards,23,23,3729,True
9,AT004,12,1,left,ID015,right,away,-23,23,4863,True
9,AT004,13,0,right,ID017,right,towards,8,8,2495,True
9,AT004,14,3,right,ID015,left,away,27,27,2640,True
9,AT004,15,0,left,ID017,left,towards,-9,9,1999,True
9,AT004,16,0,left,ID017,right,away,-15,15,2399,True
9,AT004,17,0,left,ID015,left,towards,-8,8,2655,True
9,AT004,18,3,left,ID017,right,away,-17,17,2768,True
9,AT004,19,2,right,ID015,left,away,13,13,3375,True
9,AT004,20,3,left,ID015,left,towards,-24,24,3136,True
9,AT004,21,2,left,ID017,right,away,-9,9,2863,True
9,AT004,22,2,left,ID015,left,towards,-14,14,3520,True
9,AT004,23,3,left,ID017,left,towards,-20,20,2879,True
9,AT004,24,3,right,ID017,right,towards,18,18,2736,True
9,AT004,25,1,left,ID017,right,away,-22,22,2515,True
9,AT004,26,3,right,ID017,left,away,22,22,2925,True
9,AT004,27,1,right,ID015,right,towards,23,23,6591,True
9,AT004,28,2,left,ID017,left,towards,-12,12,3584,True
9,AT004,29,1,right,ID017,right,towards,23,23,2511,True
9,AT004,30,0,left,ID015,right,away,-11,11,3538,True
9,AT004,31,0,right,ID015,right,towards,7,7,1787,True
10,AT004,0,0,right,ID017,left,away,7,7,117435,True
10,AT004,1,0,left,ID015,right,away,-7,7,5760,True
10,AT004,2,2,right,ID015,right,towards,6,6,12097,True
10,AT004,3,2,left,ID015,right,away,-6,6,3887,True
10,AT004,4,3,left,ID017,right,away,-12,12,7840,True
10,AT004,5,0,right,ID015,left,away,6,6,6143,True
10,AT004,6,1,right,ID015,left,away,14,14,8449,True
10,AT004,7,1,left,ID015,left,towards,-14,14,6080,True
10,AT004,8,2,left,ID015,left,towards,-8,8,5488,True
10,AT004,9,0,right,ID015,right,towards,8,8,6381,True
10,AT004,10,1,right,ID015,right,towards,12,12,13008,True
10,AT004,11,2,right,ID017,left,away,8,8,6944,True
10,AT004,12,3,left,ID017,left,towards,-18,18,5296,True
10,AT004,13,0,left,ID017,right,away,-6,6,20336,True
10,AT004,14,1,right,ID017,right,towards,10,10,5009,True
10,AT004,15,2,right,ID015,left,away,7,7,4624,True
10,AT004,16,1,left,ID017,left,towards,-10,10,5118,True
10,AT004,17,3,right,ID017,right,towards,17,17,7024,True
10,AT004,18,2,right,ID017,right,towards,-8,-8,4144,True
10,AT004,19,0,left,ID015,left,towards,-7,7,4143,True
10,AT004,20,1,right,ID017,left,away,10,10,4368,True
10,AT004,21,2,left,ID017,left,towards,-8,8,3808,True
10,AT004,22,1,left,ID017,right,away,-13,13,6160,True
10,AT004,23,3,right,ID015,right,towards,14,14,7200,True
10,AT004,24,3,left,ID015,left,towards,-11,11,14368,True
10,AT004,25,0,left,ID017,left,towards,-8,8,8526,True
10,AT004,26,3,left,ID015,right,away,-13,13,11999,True
10,AT004,27,2,left,ID017,right,away,-9,9,4128,True
10,AT004,28,0,right,ID017,right,towards,-8,-8,3248,True
10,AT004,29,3,right,ID017,left,away,15,15,43375,True
10,AT004,30,3,right,ID015,left,away,18,18,8367,True
10,AT004,31,1,left,ID015,right,away,-13,13,34593,True
11,AT004,0,0,left,ID017,left,towards,-18,18,7709,True
11,AT004,1,0,left,ID015,left,towards,-19,19,1952,True
11,AT004,2,2,left,ID015,right,away,-17,17,1424,True
11,AT004,3,1,right,ID015,right,towards,22,22,1880,True
11,AT004,4,2,right,ID017,left,away,23,23,1928,True
11,AT004,5,0,right,ID015,left,away,27,27,1759,True
11,AT004,6,3,left,ID017,left,towards,-21,21,1784,True
11,AT004,7,1,left,ID015,right,away,-29,29,1896,True
11,AT004,8,2,left,ID015,left,towards,-27,27,1792,True
11,AT004,9,3,left,ID015,left,towards,-25,25,1848,True
11,AT004,10,3,left,ID017,right,away,-27,27,2439,True
11,AT004,11,0,right,ID015,right,towards,18,18,3881,True
11,AT004,12,2,right,ID015,left,away,25,25,1808,True
11,AT004,13,3,right,ID017,right,towards,22,22,1759,True
11,AT004,14,0,right,ID017,right,towards,25,25,1888,True
11,AT004,15,2,right,ID017,right,towards,26,26,1912,True
11,AT004,16,3,left,ID015,right,away,-27,27,1808,True
11,AT004,17,1,right,ID017,right,towards,32,32,2743,True
11,AT004,18,1,left,ID015,left,towards,-23,23,1775,True
11,AT004,19,3,right,ID015,right,towards,25,25,1737,True
11,AT004,20,3,right,ID017,left,away,26,26,1935,True
11,AT004,21,1,right,ID015,left,away,29,29,2432,True
11,AT004,22,3,right,ID015,left,away,35,35,2559,True
11,AT004,23,1,left,ID017,left,towards,-28,28,1920,True
11,AT004,24,0,left,ID017,right,away,-22,22,1784,True
11,AT004,25,2,left,ID017,right,away,-21,21,1616,True
11,AT004,26,2,right,ID015,right,towards,34,34,2416,True
11,AT004,27,2,left,ID017,left,towards,-18,18,1767,True
11,AT004,28,1,left,ID017,right,away,-20,20,1551,True
11,AT004,29,0,left,ID015,right,away,-24,24,1655,True
11,AT004,30,0,right,ID017,left,away,24,24,2287,True
11,AT004,31,1,right,ID017,left,away,20,20,1641,True
12,AT004,0,3,right,ID017,left,away,51,51,120690,False
12,AT004,1,3,left,ID015,right,away,-58,58,8007,False
12,AT004,2,0,left,ID017,left,towards,-15,15,8367,True
12,AT004,3,2,left,ID017,right,away,-21,21,4559,True
12,AT004,4,1,right,ID017,right,towards,30,30,4136,True
12,AT004,5,2,right,ID017,left,away,20,20,6031,True
12,AT004,6,0,right,ID017,left,away,9,9,4559,True
12,AT004,7,3,left,ID015,left,towards,-57,57,4767,False
12,AT004,8,3,right,ID017,right,towards,52,52,6909,False
12,AT004,9,2,right,ID015,right,towards,17,17,4375,True
12,AT004,10,1,left,ID015,left,towards,-26,26,5231,True
12,AT004,11,3,right,ID015,right,towards,59,59,4504,False
12,AT004,12,2,right,ID015,left,away,22,22,32951,True
12,AT004,13,1,right,ID015,right,towards,29,29,3951,True
12,AT004,14,0,left,ID017,right,away,-10,10,3415,True
12,AT004,15,0,right,ID017,right,towards,13,13,2849,True
12,AT004,16,0,left,ID015,left,towards,-11,11,3576,True
12,AT004,17,1,left,ID017,left,towards,-33,33,3600,True
12,AT004,18,1,left,ID015,right,away,-41,41,2936,False
12,AT004,19,1,right,ID015,left,away,33,33,3960,True
12,AT004,20,3,left,ID017,right,away,-54,54,4416,False
12,AT004,21,3,right,ID015,left,away,51,51,2872,False
12,AT004,22,2,right,ID017,right,towards,21,21,2304,True
12,AT004,23,2,left,ID015,right,away,-29,29,3056,True
12,AT004,24,0,right,ID015,left,away,7,7,3639,True
12,AT004,25,1,left,ID017,right,away,-29,29,3103,True
12,AT004,26,2,left,ID015,left,towards,-37,37,3119,True
12,AT004,27,0,left,ID015,right,away,-10,10,4519,True
12,AT004,28,0,right,ID015,right,towards,11,11,2607,True
12,AT004,29,3,left,ID017,left,towards,-55,55,4383,False
12,AT004,30,1,right,ID017,left,away,33,33,2495,True
12,AT004,31,2,left,ID017,left,towards,-31,31,3671,True
13,AT004,0,3,right,ID015,left,away,0,0,285576,False
13,AT004,1,3,left,ID015,right,away,-13,13,17925,True
13,AT004,2,0,left,ID017,right,away,-14,14,12413,True
13,AT004,3,0,right,ID017,left,away,7,7,4429,True
13,AT004,4,2,right,ID015,right,towards,-7,-7,4498,True
13,AT004,5,1,right,ID015,left,away,7,7,2773,True
13,AT004,6,0,left,ID015,left,towards,-6,6,4004,True
13,AT004,7,3,right,ID017,left,away,8,8,3979,True
13,AT004,8,2,left,ID017,left,towards,-6,6,2113,True
13,AT004,9,2,right,ID015,left,away,7,7,2356,True
13,AT004,10,1,right,ID017,right,towards,6,6,2791,True
13,AT004,11,2,right,ID017,right,towards,6,6,3621,True
13,AT004,12,1,left,ID017,left,towards,-9,9,7257,True
13,AT004,13,0,right,ID015,right,towards,5,5,3012,True
13,AT004,14,1,right,ID015,right,towards,6,6,4911,True
13,AT004,15,0,left,ID017,left,towards,-5,5,2492,True
13,AT004,16,2,left,ID017,right,away,-4,4,5524,True
13,AT004,17,0,left,ID015,right,away,-6,6,3253,True
13,AT004,18,3,right,ID015,right,towards,-15,-15,3722,True
13,AT004,19,1,left,ID017,right,away,-5,5,2054,True
13,AT004,20,3,left,ID015,left,towards,-17,17,4273,True
13,AT004,21,0,right,ID017,right,towards,5,5,2116,True
13,AT004,22,2,left,ID015,left,towards,-5,5,2739,True
13,AT004,23,3,right,ID017,right,towards,12,12,3025,True
13,AT004,24,3,left,ID017,right,away,-12,12,4092,True
13,AT004,25,0,right,ID015,left,away,5,5,2592,True
13,AT004,26,1,left,ID015,left,towards,-6,6,3243,True
13,AT004,27,1,right,ID017,left,away,4,4,1787,True
13,AT004,28,2,right,ID017,left,away,6,6,3653,True
13,AT004,29,1,left,ID015,right,away,-7,7,2896,True
13,AT004,30,3,left,ID017,left,towards,-11,11,3067,True
13,AT004,31,2,left,ID015,right,away,-7,7,2660,True
14,AT004,0,3,left,ID015,right,away,0,0,137527,False
14,AT004,1,1,left,ID017,right,away,-2,2,13221,False
14,AT004,2,1,right,ID017,right,towards,3,3,5255,False
14,AT004,3,2,left,ID015,right,away,-3,3,7328,False
14,AT004,4,1,left,ID015,right,away,-1,1,6160,False
14,AT004,5,3,right,ID017,left,away,1,1,3024,False
14,AT004,6,1,right,ID017,left,away,2,2,6031,False
14,AT004,7,2,right,ID015,right,towards,0,0,3463,False
14,AT004,8,0,left,ID017,left,towards,-1,1,3480,False
14,AT004,9,3,right,ID015,left,away,2,2,11464,False
14,AT004,10,3,right,ID015,right,towards,2,2,1976,False
14,AT004,11,0,right,ID015,right,towards,2,2,2072,False
14,AT004,12,1,left,ID015,left,towards,-2,2,2096,False
14,AT004,13,2,right,ID017,right,towards,2,2,1735,False
14,AT004,14,0,left,ID015,left,towards,-2,2,1487,False
14,AT004,15,2,left,ID017,right,away,-2,2,1791,False
14,AT004,16,1,left,ID017,left,towards,-2,2,2311,False
14,AT004,17,0,right,ID015,left,away,2,2,1711,False
14,AT004,18,0,left,ID017,right,away,-2,2,18992,False
14,AT004,19,1,right,ID015,left,away,2,2,3120,False
14,AT004,20,1,right,ID015,right,towards,2,2,2248,False
14,AT004,21,2,left,ID017,left,towards,-2,2,2872,False
14,AT004,22,3,left,ID017,left,towards,-1,1,2424,False
14,AT004,23,0,right,ID017,right,towards,2,2,2104,False
14,AT004,24,3,left,ID017,right,away,-55,55,11751,False
14,AT004,25,0,left,ID015,right,away,-55,55,10415,False
14,AT004,26,3,left,ID015,left,towards,-71,71,5279,False
14,AT004,27,2,left,ID015,left,towards,-68,68,5159,False
14,AT004,28,2,right,ID015,left,away,74,74,5408,False
14,AT004,29,0,right,ID017,left,away,42,42,12216,False
14,AT004,30,2,right,ID017,left,away,78,78,5767,False
14,AT004,31,3,right,ID017,right,towards,67,67,5447,False
15,AT004,0,1,left,ID015,right,away,-13,13,7213841,True
15,AT004,1,3,right,ID017,left,away,15,15,7071,True
15,AT004,2,1,left,ID015,left,towards,-9,9,3392,True
15,AT004,3,0,right,ID017,right,towards,4,4,2208,True
15,AT004,4,3,left,ID017,left,towards,-15,15,4032,True
15,AT004,5,1,right,ID017,left,away,6,6,3182,True
15,AT004,6,2,right,ID017,left,away,6,6,8927,True
15,AT004,7,3,left,ID017,right,away,-13,13,3567,True
15,AT004,8,0,left,ID015,left,towards,-6,6,5518,True
